yourlist:M202205245BF3C56A578D7D6DFD1FC81EE5DA77304E151FU	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
OR2C3_HUMAN	Q8N628	OR2C3_HUMAN	reviewed	Olfactory receptor 2C3 (Olfactory receptor 2C4) (Olfactory receptor 2C5) (Olfactory receptor OR1-30)	OR2C3 OR2C4 OR2C5P	Homo sapiens (Human)	320
OR2W3_HUMAN	Q7Z3T1	OR2W3_HUMAN	reviewed	Olfactory receptor 2W3 (Olfactory receptor 2W8) (Olfactory receptor OR1-49)	OR2W3 OR2W3P OR2W8P	Homo sapiens (Human)	314
OR5V1_HUMAN	Q9UGF6	OR5V1_HUMAN	reviewed	Olfactory receptor 5V1 (Hs6M1-21) (Olfactory receptor OR6-26)	OR5V1	Homo sapiens (Human)	321
LYNX1_HUMAN	P0DP58	LYNX1_HUMAN	reviewed	Ly-6/neurotoxin-like protein 1 (Endogenous prototoxin LYNX1) (Testicular tissue protein Li 112)	LYNX1	Homo sapiens (Human)	116
CY1_HUMAN	P08574	CY1_HUMAN	reviewed	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	CYC1	Homo sapiens (Human)	325
PLEC_HUMAN	Q15149	PLEC_HUMAN	reviewed	Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1)	PLEC PLEC1	Homo sapiens (Human)	4684
ZN707_HUMAN	Q96C28	ZN707_HUMAN	reviewed	Zinc finger protein 707	ZNF707	Homo sapiens (Human)	371
TSSK1_HUMAN	Q9BXA7	TSSK1_HUMAN	reviewed	Testis-specific serine/threonine-protein kinase 1 (TSK-1) (TSK1) (TSSK-1) (Testis-specific kinase 1) (EC 2.7.11.1) (Serine/threonine-protein kinase 22A)	TSSK1B SPOGA1 SPOGA4 STK22A STK22D TSSK1 FKSG81	Homo sapiens (Human)	367
CP2W1_HUMAN	Q8TAV3	CP2W1_HUMAN	reviewed	Cytochrome P450 2W1 (EC 1.14.14.-) (CYPIIW1)	CYP2W1	Homo sapiens (Human)	490
COX19_HUMAN	Q49B96	COX19_HUMAN	reviewed	Cytochrome c oxidase assembly protein COX19 (hCOX19)	COX19	Homo sapiens (Human)	90
GNRR2_HUMAN	Q96P88	GNRR2_HUMAN	reviewed	Putative gonadotropin-releasing hormone II receptor (GnRH II receptor) (GnRH-II-R) (Type II GnRH receptor)	GNRHR2	Homo sapiens (Human)	292
NBPF6_HUMAN	Q5VWK0	NBPF6_HUMAN	reviewed	Neuroblastoma breakpoint family member 6	NBPF6	Homo sapiens (Human)	638
OPSR_HUMAN	P04000	OPSR_HUMAN	reviewed	Long-wave-sensitive opsin 1 (Red cone photoreceptor pigment) (Red-sensitive opsin) (ROP)	OPN1LW RCP	Homo sapiens (Human)	364
CTG1B_HUMAN	P78358	CTG1B_HUMAN	reviewed	Cancer/testis antigen 1 (Autoimmunogenic cancer/testis antigen NY-ESO-1) (Cancer/testis antigen 6.1) (CT6.1) (L antigen family member 2) (LAGE-2)	CTAG1A CTAG CTAG1 ESO1 LAGE2 LAGE2A; CTAG1B LAGE2B	Homo sapiens (Human)	180
OR3A3_HUMAN	P47888	OR3A3_HUMAN	reviewed	Olfactory receptor 3A3 (Olfactory receptor 17-201) (OR17-201) (Olfactory receptor 3A6) (Olfactory receptor 3A7) (Olfactory receptor 3A8) (Olfactory receptor OR17-22)	OR3A3 OR3A6 OR3A7 OR3A8P	Homo sapiens (Human)	321
CAHM5_HUMAN	Q8N5C1	CAHM5_HUMAN	reviewed	Calcium homeostasis modulator protein 5 (Protein FAM26E)	CALHM5 C6orf188 FAM26E	Homo sapiens (Human)	309
TPC3L_HUMAN	Q5T215	TPC3L_HUMAN	reviewed	Trafficking protein particle complex subunit 3-like protein (TRAPPC3-like protein) (BET3-like protein)	TRAPPC3L BET3L	Homo sapiens (Human)	181
CAHM4_HUMAN	Q5JW98	CAHM4_HUMAN	reviewed	Calcium homeostasis modulator protein 4 (Protein FAM26D)	CALHM4 C6orf78 FAM26D UNQ6481/PRO21277	Homo sapiens (Human)	314
GPC6A_HUMAN	Q5T6X5	GPC6A_HUMAN	reviewed	G-protein coupled receptor family C group 6 member A (hGPRC6A) (G-protein coupled receptor GPCR33) (hGPCR33)	GPRC6A	Homo sapiens (Human)	926
RSH4A_HUMAN	Q5TD94	RSH4A_HUMAN	reviewed	Radial spoke head protein 4 homolog A (Radial spoke head-like protein 3)	RSPH4A RSHL3	Homo sapiens (Human)	716
ST2B1_HUMAN	O00204	ST2B1_HUMAN	reviewed	Sulfotransferase 2B1 (EC 2.8.2.2) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2) (Sulfotransferase family 2B member 1) (Sulfotransferase family cytosolic 2B member 1) (ST2B1)	SULT2B1 HSST2	Homo sapiens (Human)	365
CAHM6_HUMAN	Q5R3K3	CAHM6_HUMAN	reviewed	Calcium homeostasis modulator protein 6 (Protein FAM26F)	CALHM6 C6orf187 FAM26F	Homo sapiens (Human)	315
DSE_HUMAN	Q9UL01	DSE_HUMAN	reviewed	Dermatan-sulfate epimerase (DS epimerase) (EC 5.1.3.19) (Chondroitin-glucuronate 5-epimerase) (Squamous cell carcinoma antigen recognized by T-cells 2) (SART-2)	DSE SART2	Homo sapiens (Human)	958
TSYL4_HUMAN	Q9UJ04	TSYL4_HUMAN	reviewed	Testis-specific Y-encoded-like protein 4 (TSPY-like protein 4)	TSPYL4 KIAA0721	Homo sapiens (Human)	414
NT5D1_HUMAN	Q5TFE4	NT5D1_HUMAN	reviewed	5'-nucleotidase domain-containing protein 1 (EC 3.1.3.-)	NT5DC1 NT5C2L1 LP2642	Homo sapiens (Human)	455
TSYL1_HUMAN	Q9H0U9	TSYL1_HUMAN	reviewed	Testis-specific Y-encoded-like protein 1 (TSPY-like protein 1)	TSPYL1 TSPYL	Homo sapiens (Human)	437
COAA1_HUMAN	Q03692	COAA1_HUMAN	reviewed	Collagen alpha-1(X) chain	COL10A1	Homo sapiens (Human)	680
F162B_HUMAN	Q5T6X4	F162B_HUMAN	reviewed	Protein FAM162B	FAM162B C6orf189	Homo sapiens (Human)	162
FRK_HUMAN	P42685	FRK_HUMAN	reviewed	Tyrosine-protein kinase FRK (EC 2.7.10.2) (FYN-related kinase) (Nuclear tyrosine protein kinase RAK) (Protein-tyrosine kinase 5)	FRK PTK5 RAK	Homo sapiens (Human)	505
ZUP1_HUMAN	Q96AP4	ZUP1_HUMAN	reviewed	Zinc finger-containing ubiquitin peptidase 1 (EC 3.4.19.12) (Lys-63-specific deubiquitinase ZUFSP) (DUB) (Zinc finger with UFM1-specific peptidase domain protein)	ZUP1 C6orf113 ZUFSP	Homo sapiens (Human)	578
RWDD1_HUMAN	Q9H446	RWDD1_HUMAN	reviewed	RWD domain-containing protein 1 (DRG family-regulatory protein 2)	RWDD1 DFRP2 CGI-24 PTD013	Homo sapiens (Human)	243
IMA6_HUMAN	O15131	IMA6_HUMAN	reviewed	Importin subunit alpha-6 (Karyopherin subunit alpha-5)	KPNA5	Homo sapiens (Human)	539
GPR35_HUMAN	Q9HC97	GPR35_HUMAN	reviewed	G-protein coupled receptor 35 (Kynurenic acid receptor) (KYNA receptor)	GPR35	Homo sapiens (Human)	309
CYTC_HUMAN	P01034	CYTC_HUMAN	reviewed	Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin)	CST3	Homo sapiens (Human)	146
CST9P_HUMAN	Q5W188	CST9P_HUMAN	reviewed	Putative cystatin-9-like protein CST9LP1 (Cystatin-9-like pseudogene 1)	CST9LP1	Homo sapiens (Human)	147
UD110_HUMAN	Q9HAW8	UD110_HUMAN	reviewed	UDP-glucuronosyltransferase 1A10 (UGT1A10) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-10) (UDPGT 1-10) (UGT1*10) (UGT1-10) (UGT1.10) (UDP-glucuronosyltransferase 1-J) (UGT-1J) (UGT1J)	UGT1A10 GNT1 UGT1	Homo sapiens (Human)	530
ZN256_HUMAN	Q9Y2P7	ZN256_HUMAN	reviewed	Zinc finger protein 256 (Bone marrow zinc finger 3) (BMZF-3)	ZNF256 BMZF3	Homo sapiens (Human)	627
ZN416_HUMAN	Q9BWM5	ZN416_HUMAN	reviewed	Zinc finger protein 416	ZNF416	Homo sapiens (Human)	594
ZN211_HUMAN	Q13398	ZN211_HUMAN	reviewed	Zinc finger protein 211 (Zinc finger protein C2H2-25)	ZNF211	Homo sapiens (Human)	564
ZN549_HUMAN	Q6P9A3	ZN549_HUMAN	reviewed	Zinc finger protein 549	ZNF549	Homo sapiens (Human)	640
ZN419_HUMAN	Q96HQ0	ZN419_HUMAN	reviewed	Zinc finger protein 419	ZNF419 ZNF419A	Homo sapiens (Human)	510
ZN548_HUMAN	Q8NEK5	ZN548_HUMAN	reviewed	Zinc finger protein 548	ZNF548	Homo sapiens (Human)	533
ZSCA4_HUMAN	Q8NAM6	ZSCA4_HUMAN	reviewed	Zinc finger and SCAN domain-containing protein 4 (Zinc finger protein 494)	ZSCAN4 ZNF494	Homo sapiens (Human)	433
ZN814_HUMAN	B7Z6K7	ZN814_HUMAN	reviewed	Zinc finger protein 814	ZNF814	Homo sapiens (Human)	855
ZN154_HUMAN	Q13106	ZN154_HUMAN	reviewed	Zinc finger protein 154	ZNF154 KIAA2003	Homo sapiens (Human)	437
ZNF25_HUMAN	P17030	ZNF25_HUMAN	reviewed	Zinc finger protein 25 (Zinc finger protein KOX19)	ZNF25 KOX19	Homo sapiens (Human)	456
ZN304_HUMAN	Q9HCX3	ZN304_HUMAN	reviewed	Zinc finger protein 304 (KRAB-containing zinc finger protein)	ZNF304	Homo sapiens (Human)	659
ZN132_HUMAN	P52740	ZN132_HUMAN	reviewed	Zinc finger protein 132	ZNF132	Homo sapiens (Human)	706
Z324A_HUMAN	O75467	Z324A_HUMAN	reviewed	Zinc finger protein 324A (Zinc finger protein ZF5128)	ZNF324 ZNF324A	Homo sapiens (Human)	553
ZN671_HUMAN	Q8TAW3	ZN671_HUMAN	reviewed	Zinc finger protein 671	ZNF671	Homo sapiens (Human)	534
CRGD_HUMAN	P07320	CRGD_HUMAN	reviewed	Gamma-crystallin D (Gamma-D-crystallin) (Gamma-crystallin 4)	CRYGD CRYG4	Homo sapiens (Human)	174
CRGA_HUMAN	P11844	CRGA_HUMAN	reviewed	Gamma-crystallin A (Gamma-A-crystallin) (Gamma-crystallin 5)	CRYGA CRYG1	Homo sapiens (Human)	174
O14A2_HUMAN	Q96R54	O14A2_HUMAN	reviewed	Olfactory receptor 14A2 (Olfactory receptor 5AX1) (Olfactory receptor OR1-31)	OR14A2 OR5AX1 OR5AX1P	Homo sapiens (Human)	314
O13G1_HUMAN	Q8NGZ3	O13G1_HUMAN	reviewed	Olfactory receptor 13G1 (Olfactory receptor OR1-37)	OR13G1	Homo sapiens (Human)	307
OR6F1_HUMAN	Q8NGZ6	OR6F1_HUMAN	reviewed	Olfactory receptor 6F1 (Olfactory receptor OR1-38)	OR6F1	Homo sapiens (Human)	308
OR2L3_HUMAN	Q8NG85	OR2L3_HUMAN	reviewed	Olfactory receptor 2L3	OR2L3	Homo sapiens (Human)	312
DUX1_HUMAN	O43812	DUX1_HUMAN	reviewed	Double homeobox protein 1	DUX1	Homo sapiens (Human)	170
OR2L8_HUMAN	Q8NGY9	OR2L8_HUMAN	reviewed	Olfactory receptor 2L8 (Olfactory receptor OR1-46)	OR2L8	Homo sapiens (Human)	312
O14K1_HUMAN	Q8NGZ2	O14K1_HUMAN	reviewed	Olfactory receptor 14K1 (Olfactory receptor 5AY1) (Olfactory receptor OR1-39)	OR14K1 OR5AY1	Homo sapiens (Human)	314
BEX2_HUMAN	Q9BXY8	BEX2_HUMAN	reviewed	Protein BEX2 (Brain-expressed X-linked protein 2) (hBex2)	BEX2	Homo sapiens (Human)	128
RL39_HUMAN	P62891	RL39_HUMAN	reviewed	60S ribosomal protein L39 (Large ribosomal subunit protein eL39)	RPL39	Homo sapiens (Human)	51
H2B1L_HUMAN	Q99880	H2B1L_HUMAN	reviewed	Histone H2B type 1-L (Histone H2B.c) (H2B/c)	H2BC13 H2BFC HIST1H2BL	Homo sapiens (Human)	126
TCAL4_HUMAN	Q96EI5	TCAL4_HUMAN	reviewed	Transcription elongation factor A protein-like 4 (TCEA-like protein 4) (Transcription elongation factor S-II protein-like 4)	TCEAL4 NPD017	Homo sapiens (Human)	215
OR2B8_HUMAN	P59922	OR2B8_HUMAN	reviewed	Putative olfactory receptor 2B8 (Hs6M1-29P)	OR2B8P OR2B8	Homo sapiens (Human)	312
OR2W1_HUMAN	Q9Y3N9	OR2W1_HUMAN	reviewed	Olfactory receptor 2W1 (Hs6M1-15) (Olfactory receptor OR6-13)	OR2W1	Homo sapiens (Human)	320
OR2BB_HUMAN	Q5JQS5	OR2BB_HUMAN	reviewed	Olfactory receptor 2B11	OR2B11	Homo sapiens (Human)	317
ZKSC4_HUMAN	Q969J2	ZKSC4_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 4 (P373c6.1) (Zinc finger protein 307) (Zinc finger protein 427)	ZKSCAN4 ZNF307 ZNF427	Homo sapiens (Human)	545
ZSC12_HUMAN	O43309	ZSC12_HUMAN	reviewed	Zinc finger and SCAN domain-containing protein 12 (Zinc finger protein 305) (Zinc finger protein 96)	ZSCAN12 KIAA0426 ZNF305 ZNF96	Homo sapiens (Human)	611
ZSC26_HUMAN	Q16670	ZSC26_HUMAN	reviewed	Zinc finger and SCAN domain-containing protein 26 (Protein SRE-ZBP) (Zinc finger protein 187)	ZSCAN26 ZNF187	Homo sapiens (Human)	478
ZKSC8_HUMAN	Q15776	ZKSC8_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 8 (LD5-1) (Zinc finger protein 192)	ZKSCAN8 ZNF192	Homo sapiens (Human)	578
ZFP2_HUMAN	Q6ZN57	ZFP2_HUMAN	reviewed	Zinc finger protein ZFP2 (Zfp-2) (Zinc finger protein 751)	ZFP2 ZNF751	Homo sapiens (Human)	461
OR1FC_HUMAN	Q8NHA8	OR1FC_HUMAN	reviewed	Putative olfactory receptor 1F12P (Hs6M1-35P)	OR1F12P OR1F12	Homo sapiens (Human)	337
O51M1_HUMAN	Q9H341	O51M1_HUMAN	reviewed	Olfactory receptor 51M1 (Odorant receptor HOR5'beta7) (Olfactory receptor OR11-40)	OR51M1	Homo sapiens (Human)	326
O56A3_HUMAN	Q8NH54	O56A3_HUMAN	reviewed	Olfactory receptor 56A3 (Olfactory receptor 56A6)	OR56A3 OR56A3P OR56A6	Homo sapiens (Human)	315
O51L1_HUMAN	Q8NGJ5	O51L1_HUMAN	reviewed	Olfactory receptor 51L1 (Olfactory receptor OR11-31)	OR51L1	Homo sapiens (Human)	315
O56A4_HUMAN	Q8NGH8	O56A4_HUMAN	reviewed	Olfactory receptor 56A4 (Olfactory receptor OR11-49)	OR56A4	Homo sapiens (Human)	313
O56A1_HUMAN	Q8NGH5	O56A1_HUMAN	reviewed	Olfactory receptor 56A1 (Olfactory receptor OR11-75)	OR56A1	Homo sapiens (Human)	318
O52N5_HUMAN	Q8NH56	O52N5_HUMAN	reviewed	Olfactory receptor 52N5 (Olfactory receptor OR11-62)	OR52N5	Homo sapiens (Human)	324
O51I2_HUMAN	Q9H344	O51I2_HUMAN	reviewed	Olfactory receptor 51I2 (Odorant receptor HOR5'beta12) (Olfactory receptor OR11-38)	OR51I2	Homo sapiens (Human)	312
O51I1_HUMAN	Q9H343	O51I1_HUMAN	reviewed	Olfactory receptor 51I1 (Odorant receptor HOR5'beta11) (Olfactory receptor OR11-39)	OR51I1	Homo sapiens (Human)	314
O52P1_HUMAN	Q8NH57	O52P1_HUMAN	reviewed	Putative olfactory receptor 52P1	OR52P1P OR52P1	Homo sapiens (Human)	321
O52N1_HUMAN	Q8NH53	O52N1_HUMAN	reviewed	Olfactory receptor 52N1 (Olfactory receptor OR11-61)	OR52N1	Homo sapiens (Human)	320
O52B6_HUMAN	Q8NGF0	O52B6_HUMAN	reviewed	Olfactory receptor 52B6 (Olfactory receptor OR11-47)	OR52B6	Homo sapiens (Human)	335
O52E5_HUMAN	Q8NH55	O52E5_HUMAN	reviewed	Olfactory receptor 52E5	OR52E5	Homo sapiens (Human)	327
TRI34_HUMAN	Q9BYJ4	TRI34_HUMAN	reviewed	Tripartite motif-containing protein 34 (Interferon-responsive finger protein 1) (RING finger protein 21)	TRIM34 IFP1 RNF21	Homo sapiens (Human)	488
CYC_HUMAN	P99999	CYC_HUMAN	reviewed	Cytochrome c	CYCS CYC	Homo sapiens (Human)	105
TRIM5_HUMAN	Q9C035	TRIM5_HUMAN	reviewed	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING finger protein 88) (RING-type E3 ubiquitin transferase TRIM5)	TRIM5 RNF88	Homo sapiens (Human)	493
O52D1_HUMAN	Q9H346	O52D1_HUMAN	reviewed	Olfactory receptor 52D1 (Odorant receptor HOR5'beta14) (Olfactory receptor OR11-43)	OR52D1	Homo sapiens (Human)	318
O52E4_HUMAN	Q8NGH9	O52E4_HUMAN	reviewed	Olfactory receptor 52E4 (Olfactory receptor OR11-55)	OR52E4	Homo sapiens (Human)	312
O52N4_HUMAN	Q8NGI2	O52N4_HUMAN	reviewed	Olfactory receptor 52N4 (Olfactory receptor OR11-64)	OR52N4	Homo sapiens (Human)	321
O52E8_HUMAN	Q6IFG1	O52E8_HUMAN	reviewed	Olfactory receptor 52E8 (Olfactory receptor OR11-54)	OR52E8	Homo sapiens (Human)	317
UBQL1_HUMAN	Q9UMX0	UBQL1_HUMAN	reviewed	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1)	UBQLN1 DA41 PLIC1	Homo sapiens (Human)	589
O52H1_HUMAN	Q8NGJ2	O52H1_HUMAN	reviewed	Olfactory receptor 52H1 (Olfactory receptor OR11-45)	OR52H1	Homo sapiens (Human)	320
O56B1_HUMAN	Q8NGI3	O56B1_HUMAN	reviewed	Olfactory receptor 56B1 (Olfactory receptor OR11-65)	OR56B1 OR56B1P	Homo sapiens (Human)	324
O52N2_HUMAN	Q8NGI0	O52N2_HUMAN	reviewed	Olfactory receptor 52N2 (Olfactory receptor OR11-57)	OR52N2	Homo sapiens (Human)	321
O52B4_HUMAN	Q8NGK2	O52B4_HUMAN	reviewed	Olfactory receptor 52B4 (Olfactory receptor OR11-3)	OR52B4	Homo sapiens (Human)	314
OLFM4_HUMAN	Q6UX06	OLFM4_HUMAN	reviewed	Olfactomedin-4 (OLM4) (Antiapoptotic protein GW112) (G-CSF-stimulated clone 1 protein) (hGC-1) (hOLfD)	OLFM4 GW112 UNQ362/PRO698	Homo sapiens (Human)	510
O51Q1_HUMAN	Q8NH59	O51Q1_HUMAN	reviewed	Olfactory receptor 51Q1	OR51Q1	Homo sapiens (Human)	317
O51B6_HUMAN	Q9H340	O51B6_HUMAN	reviewed	Olfactory receptor 51B6 (Odorant receptor HOR5'beta6)	OR51B6	Homo sapiens (Human)	312
O51B5_HUMAN	Q9H339	O51B5_HUMAN	reviewed	Olfactory receptor 51B5 (Odorant receptor HOR5'beta5) (Olfactory receptor OR11-37)	OR51B5	Homo sapiens (Human)	312
O51B2_HUMAN	Q9Y5P1	O51B2_HUMAN	reviewed	Olfactory receptor 51B2 (Odorant receptor HOR5'beta3) (Olfactory receptor 51B1)	OR51B2 OR51B1P	Homo sapiens (Human)	312
O51J1_HUMAN	Q9H342	O51J1_HUMAN	reviewed	Olfactory receptor 51J1 (Odorant receptor HOR5'beta8) (Olfactory receptor 51J2)	OR51J1 OR51J1P OR51J2	Homo sapiens (Human)	316
O56B2_HUMAN	Q8NGI1	O56B2_HUMAN	reviewed	Putative olfactory receptor 56B2	OR56B2P	Homo sapiens (Human)	322
O52Z1_HUMAN	P0C646	O52Z1_HUMAN	reviewed	Olfactory receptor 52Z1	OR52Z1 OR52Z1P	Homo sapiens (Human)	298
HBB_HUMAN	P68871	HBB_HUMAN	reviewed	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin]	HBB	Homo sapiens (Human)	147
FA71D_HUMAN	Q8N9W8	FA71D_HUMAN	reviewed	Protein FAM71D	FAM71D C14orf54	Homo sapiens (Human)	422
RDH12_HUMAN	Q96NR8	RDH12_HUMAN	reviewed	Retinol dehydrogenase 12 (EC 1.1.1.300) (All-trans and 9-cis retinol dehydrogenase) (Short chain dehydrogenase/reductase family 7C member 2)	RDH12 SDR7C2	Homo sapiens (Human)	316
PLEK2_HUMAN	Q9NYT0	PLEK2_HUMAN	reviewed	Pleckstrin-2	PLEK2	Homo sapiens (Human)	353
ARGI2_HUMAN	P78540	ARGI2_HUMAN	reviewed	Arginase-2, mitochondrial (EC 3.5.3.1) (Arginase II) (Kidney-type arginase) (Non-hepatic arginase) (Type II arginase)	ARG2	Homo sapiens (Human)	354
VTI1B_HUMAN	Q9UEU0	VTI1B_HUMAN	reviewed	Vesicle transport through interaction with t-SNAREs homolog 1B (Vesicle transport v-SNARE protein Vti1-like 1) (Vti1-rp1)	VTI1B VTI1 VTI1L VTI1L1 VTI2	Homo sapiens (Human)	232
PKHH1_HUMAN	Q9ULM0	PKHH1_HUMAN	reviewed	Pleckstrin homology domain-containing family H member 1 (PH domain-containing family H member 1)	PLEKHH1 KIAA1200	Homo sapiens (Human)	1364
PIGH_HUMAN	Q14442	PIGH_HUMAN	reviewed	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H (Phosphatidylinositol-glycan biosynthesis class H protein) (PIG-H)	PIGH	Homo sapiens (Human)	188
IF2A_HUMAN	P05198	IF2A_HUMAN	reviewed	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)	EIF2S1 EIF2A	Homo sapiens (Human)	315
ZFY26_HUMAN	Q68DK2	ZFY26_HUMAN	reviewed	Zinc finger FYVE domain-containing protein 26 (FYVE domain-containing centrosomal protein) (FYVE-CENT) (Spastizin)	ZFYVE26 KIAA0321	Homo sapiens (Human)	2539
T229B_HUMAN	Q8NBD8	T229B_HUMAN	reviewed	Transmembrane protein 229B	TMEM229B C14orf83	Homo sapiens (Human)	167
VATD_HUMAN	Q9Y5K8	VATD_HUMAN	reviewed	V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D)	ATP6V1D ATP6M VATD	Homo sapiens (Human)	247
H2AB2_HUMAN	P0C5Z0	H2AB2_HUMAN	reviewed	Histone H2A-Bbd type 2/3 (H2A Barr body-deficient) (H2A.Bbd)	H2AB2 H2AFB2; H2AB3 H2ABBD H2AFB H2AFB3	Homo sapiens (Human)	115
S4A10_HUMAN	Q6U841	S4A10_HUMAN	reviewed	Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10)	SLC4A10 NBCN2 NCBE	Homo sapiens (Human)	1118
TYB4_HUMAN	P62328	TYB4_HUMAN	reviewed	Thymosin beta-4 (T beta-4) (Fx) [Cleaved into: Hematopoietic system regulatory peptide (Seraspenide)]	TMSB4X TB4X THYB4 TMSB4	Homo sapiens (Human)	44
RAB9A_HUMAN	P51151	RAB9A_HUMAN	reviewed	Ras-related protein Rab-9A	RAB9A RAB9	Homo sapiens (Human)	201
USP9X_HUMAN	Q93008	USP9X_HUMAN	reviewed	Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)	USP9X DFFRX FAM USP9	Homo sapiens (Human)	2554
NMDZ1_HUMAN	Q05586	NMDZ1_HUMAN	reviewed	Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)	GRIN1 NMDAR1	Homo sapiens (Human)	938
RM41_HUMAN	Q8IXM3	RM41_HUMAN	reviewed	39S ribosomal protein L41, mitochondrial (L41mt) (MRP-L41) (39S ribosomal protein L27 homolog) (Bcl-2-interacting mitochondrial ribosomal protein L41) (Cell proliferation-inducing gene 3 protein) (MRP-L27 homolog) (Mitochondrial large ribosomal subunit protein mL41)	MRPL41 BMRP MRPL27 RPML27 PIG3	Homo sapiens (Human)	137
NRARP_HUMAN	Q7Z6K4	NRARP_HUMAN	reviewed	Notch-regulated ankyrin repeat-containing protein	NRARP	Homo sapiens (Human)	114
EHMT1_HUMAN	Q9H9B1	EHMT1_HUMAN	reviewed	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (EC 2.1.1.367) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D	Homo sapiens (Human)	1298
PLPL7_HUMAN	Q6ZV29	PLPL7_HUMAN	reviewed	Patatin-like phospholipase domain-containing protein 7 (EC 3.1.1.-) (EC 3.1.1.5)	PNPLA7 C9orf111	Homo sapiens (Human)	1317
NSMF_HUMAN	Q6X4W1	NSMF_HUMAN	reviewed	NMDA receptor synaptonuclear signaling and neuronal migration factor (Nasal embryonic luteinizing hormone-releasing hormone factor) (Nasal embryonic LHRH factor)	NSMF NELF	Homo sapiens (Human)	530
TM210_HUMAN	A6NLX4	TM210_HUMAN	reviewed	Transmembrane protein 210	TMEM210	Homo sapiens (Human)	147
MUT7_HUMAN	Q8N9H8	MUT7_HUMAN	reviewed	Exonuclease mut-7 homolog (EC 3.1.-.-) (Exonuclease 3'-5' domain-containing protein 3)	EXD3 HBE269	Homo sapiens (Human)	876
ANC2_HUMAN	Q9UJX6	ANC2_HUMAN	reviewed	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)	ANAPC2 APC2 KIAA1406	Homo sapiens (Human)	822
TPRN_HUMAN	Q4KMQ1	TPRN_HUMAN	reviewed	Taperin	TPRN C9orf75	Homo sapiens (Human)	711
SSNA1_HUMAN	O43805	SSNA1_HUMAN	reviewed	Sjoegren syndrome nuclear autoantigen 1 (Nuclear autoantigen of 14 kDa)	SSNA1 NA14	Homo sapiens (Human)	119
NDOR1_HUMAN	Q9UHB4	NDOR1_HUMAN	reviewed	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase) (Novel reductase 1)	NDOR1 NR1	Homo sapiens (Human)	597
RN208_HUMAN	Q9H0X6	RN208_HUMAN	reviewed	RING finger protein 208	RNF208	Homo sapiens (Human)	261
TM203_HUMAN	Q969S6	TM203_HUMAN	reviewed	Transmembrane protein 203	TMEM203	Homo sapiens (Human)	136
ENTP8_HUMAN	Q5MY95	ENTP8_HUMAN	reviewed	Ectonucleoside triphosphate diphosphohydrolase 8 (E-NTPDase 8) (NTPDase 8) (NTPDase8) (EC 3.6.1.5)	ENTPD8 UNQ2492/PRO5779	Homo sapiens (Human)	495
NOXA1_HUMAN	Q86UR1	NOXA1_HUMAN	reviewed	NADPH oxidase activator 1 (NOX activator 1) (Antigen NY-CO-31) (NCF2-like protein) (P67phox-like factor) (p51-nox)	NOXA1 P51NOX	Homo sapiens (Human)	476
